priority,deadline_hours,task_bandwidth,task_skill_1,task_skill_2,task_skill_3,task_skill_4,task_skill_5,task_skill_6,task_skill_7,task_skill_8,task_skill_9,task_skill_10,emp_bandwidth,emp_skill_1,emp_skill_2,emp_skill_3,emp_skill_4,emp_skill_5,emp_skill_6,emp_skill_7,emp_skill_8,emp_skill_9,emp_skill_10,match_score,label_user_id,num_matching_skills
1,24,21,1,0,1,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0.33,E093,1
3,8,13,0,0,0,1,0,0,0,1,0,0,48,1,0,0,1,1,1,0,0,0,0,0.5,E050,1
1,58,11,0,1,1,1,0,1,0,1,0,0,36,1,1,1,0,0,0,1,1,0,0,0.6,E054,3
2,17,14,1,0,0,0,1,0,1,0,0,1,47,1,1,0,1,0,0,0,0,0,1,0.5,E034,2
3,54,10,1,0,1,1,0,0,0,1,1,0,24,0,1,0,0,1,0,0,1,0,1,0.2,E024,1
1,26,31,0,1,1,0,0,1,1,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0.4,E089,2
1,35,17,1,1,1,0,1,1,0,0,0,0,27,0,1,0,1,0,1,0,0,0,1,0.4,E065,2
2,33,18,0,1,1,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,1,1,0,1.0,E098,2
1,50,13,0,0,0,1,0,1,0,0,0,1,12,0,1,0,1,1,1,0,0,1,0,0.67,E023,2
2,27,18,1,0,1,0,0,0,1,0,1,1,26,1,0,0,0,0,0,0,1,1,0,0.4,E041,2
3,61,18,1,0,0,0,0,0,1,0,0,0,6,1,0,0,1,1,1,0,0,1,0,0.5,E057,1
2,72,7,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0.5,E070,1
2,43,25,1,1,1,1,0,0,1,0,0,0,7,0,1,0,1,0,0,0,1,0,0,0.4,E080,2
2,29,7,1,0,0,0,0,0,1,0,0,1,16,0,1,0,0,0,0,0,0,0,1,0.33,E065,1
2,48,15,0,1,1,0,0,1,1,0,0,0,29,0,0,0,0,1,0,1,1,0,0,0.25,E078,1
1,18,14,0,1,1,0,1,1,0,0,1,0,3,1,1,0,0,0,1,0,0,1,0,0.6,E032,3
1,18,23,0,1,0,1,0,1,0,0,0,1,36,0,1,0,1,0,0,1,0,1,1,0.75,E006,3
2,19,38,1,1,0,0,1,0,1,0,0,0,39,1,0,0,1,0,0,0,1,1,0,0.25,E067,1
2,48,11,0,0,0,1,1,0,1,1,0,1,9,0,1,0,0,0,1,1,0,1,0,0.2,E063,1
1,51,17,0,1,1,1,0,0,0,1,1,0,40,0,0,1,0,1,0,0,0,0,0,0.2,E080,1
1,35,7,1,0,0,0,0,1,0,0,0,0,24,1,0,0,0,1,0,0,1,0,1,0.5,E023,1
2,54,31,0,0,0,0,0,0,1,0,0,1,42,1,0,0,1,1,0,1,0,0,1,1.0,E038,2
1,28,15,1,0,1,1,0,0,0,0,0,1,42,1,1,1,0,0,0,0,0,0,1,0.75,E036,3
2,21,7,1,0,0,1,0,1,0,1,0,0,43,0,0,0,1,0,1,1,0,0,0,0.5,E034,2
2,66,26,1,0,0,0,0,0,0,1,0,0,43,1,0,0,1,0,0,0,0,0,0,0.5,E017,1
2,71,37,1,0,0,0,1,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0.5,E053,2
2,17,17,0,1,0,0,0,0,0,1,1,0,40,1,0,0,0,0,1,1,1,1,0,0.67,E004,2
2,67,19,0,1,0,0,1,1,0,0,0,1,15,0,1,0,0,1,0,0,1,1,0,0.5,E032,2
2,63,7,0,1,0,0,0,1,0,1,0,0,18,0,1,0,0,0,0,0,0,0,1,0.33,E057,1
2,67,24,1,0,0,0,1,0,0,1,0,1,17,1,1,0,1,1,0,0,0,1,0,0.5,E054,2
3,64,19,1,0,1,1,0,0,1,0,0,1,40,0,1,1,0,1,0,1,0,1,0,0.4,E076,2
2,25,16,1,0,1,1,1,1,0,0,0,0,48,1,1,0,0,0,0,0,0,0,0,0.2,E095,1
1,39,13,0,1,0,0,0,1,0,1,0,0,14,1,0,0,0,0,1,1,1,1,0,0.67,E093,2
2,57,16,1,1,0,1,0,1,0,1,0,0,36,1,0,1,0,0,0,0,0,0,0,0.2,E074,1
3,37,28,1,0,0,0,1,0,0,1,1,1,7,0,0,1,1,1,0,1,0,0,1,0.4,E001,2
1,10,33,0,1,0,0,0,0,0,1,0,0,50,0,1,0,1,0,0,1,0,1,1,0.5,E072,1
1,72,25,0,0,1,0,0,0,1,1,1,0,9,0,1,0,0,1,0,1,1,0,1,0.5,E099,2
3,13,17,0,0,0,0,0,1,1,0,1,0,28,0,0,1,0,1,1,0,1,1,0,0.67,E000,2
3,13,7,0,0,1,1,0,0,1,0,0,1,50,0,0,1,1,0,0,0,1,1,0,0.5,E047,2
2,60,35,0,0,1,0,1,1,1,0,1,0,8,0,0,1,0,0,0,0,0,1,0,0.4,E089,2
3,49,8,0,0,1,0,1,0,1,0,0,0,29,1,1,0,0,1,0,1,1,0,0,0.67,E010,2
1,53,21,0,0,0,0,0,1,0,0,0,1,26,0,0,1,0,0,0,0,0,0,1,0.5,E056,1
3,21,5,0,1,0,0,0,1,0,1,1,0,28,0,1,0,0,0,0,0,1,0,1,0.5,E051,2
1,47,37,1,0,0,1,0,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0.25,E006,1
3,34,39,1,0,0,1,0,0,1,1,1,0,32,1,1,1,0,0,0,0,1,0,1,0.4,E087,2
2,69,29,0,1,0,0,0,1,1,0,0,1,39,0,1,0,0,1,0,0,0,0,0,0.25,E057,1
1,10,17,1,0,0,1,0,0,0,1,0,0,10,0,0,0,1,1,0,0,1,1,0,0.67,E069,2
3,26,5,0,1,1,1,0,1,1,0,0,0,18,0,0,1,1,0,0,0,0,0,1,0.4,E075,2
3,21,10,1,1,1,1,0,0,0,0,1,0,47,0,1,0,0,1,0,1,1,1,0,0.4,E070,2
3,42,35,1,0,0,0,0,0,1,1,0,1,6,0,0,0,1,0,0,0,0,0,1,0.25,E016,1
3,32,10,1,0,1,0,0,1,1,0,0,1,14,0,0,0,0,1,0,1,0,0,0,0.2,E045,1
1,7,11,1,1,1,0,0,0,1,0,1,0,41,0,0,0,0,0,0,1,0,1,0,0.4,E016,2
3,23,19,0,1,0,0,0,0,1,0,0,0,12,1,1,0,0,0,1,0,0,1,0,0.5,E000,1
2,26,19,1,0,1,1,0,0,1,1,0,0,20,1,1,0,1,0,0,0,0,1,1,0.4,E038,2
1,35,25,0,0,1,1,1,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0.2,E031,1
1,13,37,0,0,1,0,0,1,1,1,0,1,35,0,1,0,0,0,1,0,0,1,0,0.2,E030,1
3,46,28,1,0,0,0,0,1,0,0,0,1,17,1,1,1,0,0,0,1,0,0,1,0.67,E007,2
1,35,10,1,0,1,0,0,0,0,0,0,0,23,0,0,1,0,0,0,1,0,0,1,0.5,E036,1
1,41,30,1,1,0,0,0,0,0,0,0,0,6,0,1,1,0,0,1,0,0,0,0,0.5,E050,1
2,25,16,1,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,1,0,1,0.6,E035,3
1,12,17,0,0,0,1,0,0,1,0,1,0,47,0,1,0,1,0,0,0,0,1,0,0.67,E050,2
2,48,28,0,0,0,0,0,1,0,1,0,1,21,0,0,0,0,0,0,1,0,0,1,0.33,E025,1
3,57,40,0,0,1,1,0,0,0,1,0,0,38,0,0,1,1,1,0,0,1,1,0,1.0,E041,3
2,70,39,0,1,0,1,1,0,1,0,1,0,12,0,1,0,0,0,1,0,0,0,0,0.2,E020,1
1,14,5,0,1,1,0,0,0,1,0,0,0,40,0,0,1,1,1,0,1,0,1,0,0.67,E027,2
2,50,32,0,1,0,0,1,1,0,0,1,1,11,0,0,0,0,0,0,0,1,0,1,0.2,E098,1
1,29,25,1,0,1,1,1,0,0,0,0,1,27,0,0,0,1,1,0,1,0,1,1,0.6,E021,3
2,20,5,1,0,1,1,0,1,0,0,0,1,35,1,0,0,0,0,1,0,0,1,1,0.6,E063,3
1,24,29,1,1,0,0,0,0,0,1,0,0,31,0,0,0,1,0,0,0,1,0,0,0.33,E050,1
3,20,26,0,1,1,0,0,0,0,0,1,1,26,0,0,0,0,1,0,0,1,1,1,0.5,E094,2
3,70,5,1,0,0,0,1,0,0,0,0,1,39,1,0,1,1,0,0,0,0,0,0,0.33,E074,1
1,19,14,0,0,1,0,0,0,1,1,0,0,10,0,0,1,0,0,0,0,1,0,0,0.67,E070,2
1,11,11,0,0,1,1,0,0,0,0,1,1,9,1,0,1,0,0,1,0,0,0,0,0.25,E063,1
2,24,25,0,0,1,0,0,0,0,0,1,1,24,0,0,1,1,1,0,1,0,0,1,0.67,E026,2
3,9,26,1,1,1,0,1,0,0,0,0,0,48,1,0,0,0,1,1,1,0,0,0,0.5,E029,2
1,39,17,0,0,0,1,0,0,1,1,1,1,44,0,1,0,0,1,1,0,1,0,0,0.2,E099,1
2,46,38,1,0,0,0,0,0,1,0,1,0,13,0,0,1,1,0,0,1,0,1,0,0.67,E086,2
2,11,16,0,0,0,1,0,1,1,0,1,0,26,0,0,0,1,1,1,0,1,0,1,0.5,E039,2
2,43,29,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,1,0,0,1,1,1,0.5,E073,1
3,27,20,1,0,1,0,0,0,0,0,0,1,37,0,0,0,1,0,0,0,1,0,1,0.33,E021,1
3,31,21,0,0,0,1,0,0,0,0,1,0,44,0,0,0,1,0,0,0,0,1,1,1.0,E013,2
1,30,7,1,0,0,0,0,0,0,0,1,1,44,1,0,1,0,0,0,0,1,0,0,0.33,E052,1
2,47,35,1,0,0,0,0,0,1,0,0,0,49,0,1,0,0,0,0,1,0,0,0,0.5,E038,1
1,6,12,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0.5,E021,1
3,49,15,0,1,0,0,0,0,1,1,0,0,22,0,1,0,0,1,0,1,1,0,0,1.0,E039,3
1,54,13,1,0,0,0,1,0,0,0,1,0,43,0,0,1,1,0,0,0,0,1,0,0.33,E069,1
3,49,24,0,0,0,0,0,1,0,1,0,0,19,0,0,0,0,0,0,1,1,0,1,0.5,E005,1
2,7,37,0,1,1,0,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0.25,E091,1
1,17,33,0,1,0,0,0,0,0,0,1,0,17,0,0,1,0,0,0,0,0,1,0,0.5,E005,1
3,14,10,1,0,0,0,1,0,1,1,1,0,30,0,0,0,0,1,0,0,1,0,0,0.4,E079,2
2,70,12,1,0,1,0,1,1,0,0,0,1,23,0,0,0,0,0,0,0,1,1,1,0.2,E048,1
2,53,15,0,1,1,0,1,1,1,0,0,0,37,1,0,1,0,0,0,0,1,1,1,0.2,E092,1
3,4,18,1,0,0,0,0,1,1,0,1,0,33,0,0,0,0,1,0,0,1,1,0,0.25,E099,1
2,57,16,0,1,1,0,0,0,0,0,0,0,25,0,1,0,1,1,1,0,1,0,0,0.5,E071,1
3,44,19,0,1,0,0,0,1,0,0,0,1,15,0,0,1,1,0,1,1,0,1,0,0.33,E062,1
3,58,36,1,1,1,1,0,0,0,0,1,0,43,0,0,0,0,1,1,0,1,1,0,0.2,E026,1
2,22,33,1,0,1,0,0,1,0,0,0,1,48,1,0,0,0,1,0,0,0,0,0,0.25,E032,1
3,31,31,0,1,0,1,0,0,0,0,0,0,9,0,0,0,1,0,1,0,1,0,0,0.5,E085,1
3,35,26,1,1,0,1,0,0,0,1,0,0,34,1,0,0,1,1,1,0,0,0,0,0.5,E022,2
2,22,39,1,0,0,1,1,0,0,1,0,1,38,1,0,1,0,0,0,0,0,1,0,0.2,E040,1
3,52,12,0,0,1,1,1,1,0,0,0,0,4,1,0,0,1,0,0,0,1,1,0,0.25,E021,1
1,54,37,0,0,1,0,0,0,0,0,0,1,15,0,0,1,1,1,1,0,1,0,0,0.5,E053,1
2,14,27,0,0,1,0,1,0,0,0,1,1,45,0,0,0,0,1,1,0,0,1,0,0.5,E022,2
2,39,17,0,1,0,1,1,0,0,1,0,0,38,0,0,1,0,1,1,1,0,1,0,0.25,E091,1
2,40,7,1,1,1,0,0,0,0,0,1,0,41,1,0,0,0,1,0,1,1,0,1,0.25,E096,1
3,20,20,0,1,0,0,1,1,1,0,1,0,38,1,0,0,1,0,1,1,0,0,1,0.4,E044,2
3,15,22,0,0,1,1,1,0,0,0,0,0,33,0,1,1,1,1,0,0,0,0,0,1.0,E020,3
3,46,21,1,0,0,1,1,0,0,0,0,1,38,0,0,1,0,1,0,0,1,0,0,0.25,E005,1
3,69,8,0,0,1,0,0,0,0,1,0,0,9,0,0,1,1,1,0,0,0,1,1,0.5,E038,1
3,41,31,0,0,0,0,1,1,0,1,0,0,8,1,0,0,0,1,0,0,1,0,1,0.67,E071,2
1,56,19,1,0,0,0,1,0,1,0,0,1,10,1,0,0,0,0,0,0,0,1,0,0.25,E093,1
2,5,39,0,1,0,0,0,1,1,0,0,0,19,1,1,0,1,0,0,0,0,0,0,0.33,E014,1
1,51,9,1,1,0,0,0,1,1,0,0,1,11,0,0,0,1,0,0,1,1,0,0,0.2,E072,1
3,46,37,1,1,0,0,0,0,0,0,1,1,43,1,0,0,1,0,0,0,0,0,0,0.25,E031,1
3,56,12,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0.25,E000,1
3,56,16,0,0,1,0,0,1,1,0,1,1,34,0,0,1,1,0,1,1,0,0,0,0.6,E087,3
1,58,31,0,1,1,0,0,1,0,0,0,0,11,1,1,0,0,0,1,0,0,1,0,0.67,E072,2
3,17,29,1,0,1,1,1,0,1,0,0,0,33,0,1,1,1,0,0,1,0,0,0,0.6,E017,3
1,60,35,0,0,0,1,0,0,1,1,0,0,18,0,0,0,0,0,0,1,1,0,1,0.67,E093,2
1,38,6,0,0,0,0,0,0,0,1,0,1,38,0,1,1,0,0,0,0,1,0,0,0.5,E026,1
1,35,12,0,0,0,1,0,0,1,0,1,1,23,0,0,0,0,1,0,1,1,1,0,0.5,E041,2
3,60,35,1,0,1,0,0,0,1,0,1,1,26,1,1,0,0,0,0,0,0,0,0,0.2,E029,1
1,6,21,0,0,1,1,0,1,1,1,0,0,23,1,0,0,1,0,0,0,0,0,0,0.2,E069,1
2,67,7,0,0,1,0,1,1,0,1,0,1,47,0,0,1,0,1,1,1,0,0,0,0.6,E019,3
3,27,29,1,0,0,0,0,1,1,1,0,0,38,0,0,1,0,1,1,0,0,0,1,0.25,E013,1
2,8,25,1,1,0,1,1,0,0,1,0,0,13,0,0,0,0,1,1,0,0,0,1,0.2,E046,1
1,67,40,0,0,0,0,0,0,0,1,0,1,11,0,1,1,0,1,0,0,1,0,0,0.5,E012,1
2,10,36,0,0,0,0,0,0,0,1,1,1,25,0,0,0,1,1,0,1,1,1,0,0.67,E085,2
2,38,11,0,1,0,1,0,0,1,1,0,0,48,1,0,1,0,0,1,0,1,1,0,0.25,E058,1
2,9,30,0,0,0,1,0,1,1,1,0,1,12,1,0,0,1,1,0,0,0,1,1,0.4,E021,2
3,71,15,1,0,1,1,0,0,0,0,0,0,35,0,1,0,1,1,1,0,0,0,0,0.33,E030,1
1,55,20,0,0,0,1,0,0,1,1,0,1,44,0,0,0,0,0,0,1,0,0,1,0.5,E065,2
2,26,25,1,1,0,0,1,0,0,1,1,0,40,1,0,0,0,0,1,1,1,1,0,0.6,E076,3
3,29,27,0,0,1,1,0,0,0,1,0,0,31,0,0,0,1,0,0,0,1,0,0,0.67,E090,2
3,70,32,0,1,1,1,0,1,1,0,0,0,8,0,1,0,0,1,1,0,0,1,1,0.4,E065,2
3,28,22,1,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,0.5,E041,1
2,60,28,0,0,1,0,0,1,0,1,1,1,15,0,0,0,0,1,0,0,1,0,1,0.4,E084,2
3,21,39,1,0,1,0,0,0,0,1,0,0,26,1,0,0,0,0,0,0,0,1,0,0.33,E067,1
3,24,34,0,1,0,0,0,0,1,0,0,0,27,1,1,1,0,0,1,0,0,0,0,0.5,E094,1
2,51,40,0,1,1,0,0,0,1,1,0,0,3,1,0,1,0,1,1,1,0,0,0,0.5,E011,2
1,66,13,0,0,0,1,0,0,1,0,0,0,46,1,0,0,1,0,0,1,1,0,1,1.0,E066,2
3,29,14,0,0,1,0,0,1,1,1,0,0,27,0,0,0,0,0,1,0,1,0,1,0.5,E024,2
2,6,27,0,1,0,0,0,0,1,0,0,1,44,1,0,1,0,0,1,0,1,0,1,0.33,E055,1
3,24,33,0,1,0,1,1,0,1,0,0,1,23,1,1,0,0,0,1,1,0,0,0,0.4,E043,2
3,47,21,0,0,0,1,1,1,1,0,0,0,9,1,1,0,0,1,1,0,0,0,0,0.5,E026,2
3,70,32,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.33,E056,1
3,28,40,0,1,0,0,1,0,0,1,0,0,35,0,0,0,0,0,0,0,1,0,1,0.33,E071,1
1,14,16,1,0,1,1,1,0,0,0,0,0,45,0,1,1,0,1,1,0,0,0,0,0.5,E060,2
2,14,27,0,0,0,0,1,0,1,1,0,1,8,1,1,0,1,1,0,1,0,0,0,0.5,E047,2
1,7,17,0,0,1,0,0,0,1,1,0,1,48,0,1,1,1,0,0,0,0,0,0,0.25,E074,1
3,46,13,0,1,1,0,0,0,0,0,1,0,37,1,0,0,0,1,0,0,1,1,0,0.33,E059,1
3,12,37,0,1,0,0,0,0,0,0,1,0,12,0,0,1,1,0,1,1,0,1,0,0.5,E023,1
1,55,13,0,1,0,0,0,0,1,0,0,1,13,0,1,0,0,1,0,0,0,0,0,0.33,E003,1
3,21,26,0,1,0,0,1,1,1,0,1,0,44,1,0,0,0,1,0,1,0,0,1,0.4,E058,2
2,70,22,0,0,1,0,0,1,0,1,1,0,40,0,1,0,1,0,1,1,1,0,0,0.5,E014,2
3,19,28,1,0,0,1,1,0,0,0,1,0,46,0,0,0,1,0,0,1,1,0,0,0.25,E074,1
3,27,37,0,1,0,0,1,0,1,0,0,1,18,0,0,0,1,1,0,0,1,0,0,0.25,E063,1
3,64,32,1,1,0,1,0,0,0,1,0,0,12,0,1,0,0,1,0,1,1,0,1,0.5,E068,2
1,14,19,0,0,1,0,1,1,0,0,1,1,24,0,0,0,1,1,1,0,1,0,0,0.4,E091,2
1,7,17,1,0,1,0,1,0,0,0,1,0,5,0,1,0,1,1,0,1,0,1,0,0.5,E088,2
2,62,31,0,1,1,0,0,0,1,1,1,0,41,0,0,1,0,0,0,0,1,1,0,0.6,E077,3
2,47,19,0,1,1,0,0,0,1,0,1,0,18,0,0,0,0,0,1,0,0,1,0,0.25,E089,1
2,5,26,0,0,1,0,1,1,0,0,1,1,30,1,1,0,0,0,1,0,1,1,0,0.4,E010,2
2,64,34,0,1,0,0,0,1,0,1,0,0,27,0,1,0,1,0,0,0,0,1,1,0.33,E054,1
1,15,16,1,0,0,0,0,0,0,0,1,0,24,0,0,1,0,1,0,1,1,1,0,0.5,E050,1
3,17,25,0,1,0,0,0,1,1,0,0,1,35,0,0,0,1,0,0,0,1,0,1,0.25,E053,1
1,4,10,0,0,0,1,0,1,0,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0.5,E025,1
1,9,5,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,1,0,1,0,0,0.33,E029,1
3,35,14,1,0,0,0,0,0,1,0,0,1,50,1,0,1,0,0,1,0,1,0,1,0.67,E052,2
1,23,34,0,1,0,1,0,1,0,0,0,0,25,0,1,0,0,0,1,1,0,0,0,0.67,E031,2
3,29,27,0,0,0,1,1,0,0,1,0,0,25,1,0,0,0,0,0,1,1,0,0,0.33,E061,1
3,48,8,0,0,0,1,1,1,1,0,1,0,44,0,0,1,0,0,0,1,0,0,0,0.2,E099,1
1,46,6,0,0,0,1,1,1,0,1,0,0,45,0,0,1,1,0,0,1,0,0,0,0.25,E043,1
3,20,38,0,0,1,0,1,0,1,0,1,1,6,0,0,0,1,0,0,1,0,0,0,0.2,E018,1
1,16,24,0,1,1,1,0,1,0,0,0,1,33,0,0,0,1,1,0,1,0,1,0,0.2,E068,1
3,36,7,1,0,1,0,0,1,0,0,0,1,24,1,1,1,0,0,1,0,0,0,0,0.75,E094,3
1,53,36,0,0,1,1,0,1,0,0,0,0,37,1,1,1,0,0,0,0,1,0,1,0.33,E026,1
2,54,20,1,0,0,1,0,0,0,0,0,1,20,1,0,1,0,1,0,0,1,0,0,0.33,E074,1
3,63,16,0,0,1,0,0,0,0,1,1,1,48,1,0,0,0,0,1,1,0,1,0,0.25,E070,1
2,8,9,1,0,0,1,0,0,1,0,0,1,8,0,0,1,1,0,0,0,0,1,1,0.5,E057,2
3,34,36,0,1,0,0,0,1,0,1,1,1,32,1,1,0,0,1,0,1,1,0,0,0.4,E084,2
2,37,22,1,1,0,0,0,0,1,1,1,0,5,1,0,0,0,1,1,0,1,1,0,0.6,E009,3
2,26,6,1,0,0,0,0,1,0,1,1,1,9,0,1,0,1,1,0,0,1,0,1,0.4,E025,2
3,25,19,0,0,0,1,1,0,1,0,0,0,12,0,0,0,0,1,0,1,1,0,1,0.67,E085,2
2,61,33,0,0,0,0,0,0,1,1,0,0,11,0,0,0,1,0,0,1,1,1,1,1.0,E082,2
3,11,11,1,0,0,1,1,0,0,0,0,0,44,1,0,0,1,0,1,1,1,0,0,0.67,E016,2
2,5,12,0,0,0,0,0,0,1,0,0,1,45,1,0,0,0,0,0,0,1,1,1,0.5,E026,1
2,28,35,0,0,0,0,1,0,1,1,1,1,35,0,1,0,0,1,0,1,0,0,0,0.4,E037,2
3,27,11,0,1,0,1,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0.33,E085,1
2,29,40,0,0,0,1,0,1,0,1,1,1,32,1,0,1,0,1,0,0,1,0,0,0.2,E096,1
3,70,5,0,0,0,0,0,0,1,1,0,0,24,0,0,1,1,1,1,1,0,0,0,0.5,E065,1
1,59,6,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,0,0,1,1,0.5,E078,1
2,36,28,0,0,1,1,0,0,0,1,1,1,6,0,1,0,0,0,0,0,0,1,0,0.2,E042,1
2,52,8,0,0,0,0,0,1,1,0,0,0,20,1,0,0,1,1,0,1,1,0,0,0.5,E009,1
3,43,37,0,0,1,0,1,1,0,1,0,0,37,1,0,0,0,0,0,0,1,0,1,0.25,E062,1
2,53,34,1,0,0,0,0,1,1,1,0,1,9,0,1,0,0,1,1,1,0,0,1,0.6,E056,3
1,55,39,0,0,1,1,0,1,0,0,0,0,4,0,0,1,1,0,0,0,1,0,1,0.67,E089,2
1,42,14,0,1,0,0,1,0,0,0,1,1,40,0,1,1,0,0,0,0,0,0,1,0.5,E021,2
2,11,28,1,0,0,0,0,0,1,0,0,0,37,1,0,1,0,1,0,0,0,0,1,0.5,E039,1
1,18,9,0,0,1,1,1,0,1,0,0,0,11,0,1,0,0,0,1,1,0,0,0,0.25,E009,1
2,49,6,1,0,1,0,0,0,1,1,1,0,10,0,1,0,1,1,0,0,0,1,1,0.2,E073,1
2,25,13,0,0,1,0,1,0,1,1,1,0,5,0,0,0,1,0,0,1,1,0,0,0.4,E070,2
2,42,19,1,0,0,1,0,0,0,0,1,0,27,0,1,1,0,1,1,0,0,1,0,0.33,E063,1
3,66,31,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0.33,E071,1
3,51,13,0,0,0,0,1,0,1,0,0,0,26,0,1,1,0,1,0,0,0,0,1,0.5,E091,1
3,11,12,1,0,0,0,0,1,0,1,1,0,48,0,1,1,0,0,0,1,0,1,0,0.25,E047,1
1,16,5,0,0,1,0,1,0,1,0,0,0,28,0,0,1,0,0,0,0,0,0,1,0.33,E081,1
1,10,27,1,0,0,1,0,1,0,1,0,1,47,0,0,0,0,1,0,0,1,0,1,0.4,E086,2
2,40,24,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0.5,E017,1
2,29,6,0,1,0,0,0,0,0,1,1,0,47,0,1,0,0,0,0,0,0,1,0,0.67,E080,2
2,12,8,1,0,1,1,0,0,0,1,1,0,10,1,1,0,0,0,0,0,0,0,0,0.2,E027,1
1,72,23,0,1,0,0,1,0,0,0,0,0,48,1,1,0,0,1,1,0,0,0,0,1.0,E048,2
2,56,28,1,0,0,0,0,0,1,0,0,0,44,1,0,0,0,0,1,1,1,0,0,1.0,E093,2
3,32,39,1,0,1,0,0,1,0,0,0,0,49,0,0,1,1,1,0,0,0,1,0,0.33,E065,1
2,8,28,0,0,1,0,0,1,1,1,1,0,20,1,1,0,1,0,0,1,0,1,0,0.4,E057,2
2,55,40,0,1,0,0,0,1,0,0,0,0,42,0,1,0,0,0,1,0,0,1,0,1.0,E000,2
1,37,36,0,1,1,0,0,0,1,1,1,0,35,0,0,0,0,1,1,1,0,0,0,0.2,E069,1
2,13,40,1,1,0,1,0,1,0,0,0,0,31,0,1,0,0,0,0,0,1,1,0,0.25,E034,1
2,61,40,1,0,1,1,0,0,1,0,0,0,17,0,1,1,0,1,0,0,1,1,0,0.25,E064,1
1,13,25,0,0,1,1,1,0,0,0,0,0,5,0,1,0,1,0,1,0,0,0,1,0.33,E019,1
1,69,23,1,1,0,0,1,0,1,0,1,0,12,0,1,0,0,0,0,1,1,1,0,0.6,E069,3
3,21,21,0,0,0,1,0,0,1,1,1,0,4,0,0,0,0,1,0,0,1,0,1,0.25,E063,1
1,26,5,1,0,0,0,0,1,0,0,0,0,9,1,0,0,1,1,0,1,1,0,0,0.5,E098,1
2,57,27,1,0,0,1,0,0,1,0,0,0,32,0,1,0,0,1,0,1,0,1,1,0.33,E042,1
2,63,35,0,0,0,0,1,1,0,0,0,0,35,0,1,1,0,1,1,0,0,0,1,1.0,E019,2
3,9,10,0,0,0,0,1,0,1,0,0,0,39,0,0,0,0,1,0,0,0,1,0,0.5,E018,1
2,49,28,0,1,0,1,0,0,1,1,0,0,38,0,1,0,0,0,0,0,0,1,0,0.25,E080,1
3,12,10,0,1,0,0,0,1,0,0,1,1,22,0,0,1,0,1,1,0,0,0,0,0.25,E001,1
2,65,30,0,0,0,0,0,1,1,1,1,1,4,0,1,0,1,1,0,0,0,1,1,0.4,E032,2
1,32,23,0,0,1,0,1,0,0,1,0,0,11,0,0,1,0,1,1,1,0,0,1,0.67,E017,2
1,69,24,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0.5,E072,1
1,70,9,0,1,0,0,1,0,0,1,0,0,19,0,0,0,0,0,0,0,1,0,1,0.33,E071,1
3,35,26,0,0,0,0,1,0,0,0,0,1,40,1,1,0,0,0,1,0,0,0,1,0.5,E004,1
1,22,30,0,1,0,0,0,0,0,1,0,0,34,1,0,1,1,0,0,0,1,1,0,0.5,E079,1
3,16,31,1,0,0,1,0,1,1,0,1,0,8,0,0,0,1,0,1,0,1,1,0,0.6,E038,3
2,43,8,1,0,1,1,1,0,0,0,0,0,32,1,1,0,0,0,1,0,1,0,0,0.25,E022,1
1,13,9,1,1,0,0,1,1,0,1,0,0,33,1,1,0,0,0,0,0,0,1,0,0.4,E019,2
3,13,20,1,0,1,1,1,0,0,0,1,0,10,1,0,1,0,0,1,0,0,1,0,0.6,E040,3
3,59,11,1,1,1,0,1,0,0,1,0,0,13,1,0,0,0,0,0,0,0,1,0,0.2,E028,1
3,23,27,0,0,0,1,0,0,0,0,1,1,43,1,1,0,0,1,0,1,0,0,1,0.33,E031,1
1,35,14,0,1,1,0,0,1,0,1,0,0,7,1,0,0,1,0,1,1,1,0,0,0.5,E073,2
3,56,15,0,0,1,1,0,1,0,0,0,1,23,1,0,0,1,0,0,0,1,1,0,0.25,E037,1
